ID,Number,Al(at%),C(at%),Co(at%),Cr(at%),Cu(at%),Fe(at%),Mn(at%),Mo(at%),Nb(at%),Ni(at%),Ta(at%),Ti(at%),V(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,Processing_Description,YS(MPa),UTS(MPa),El(%)
454,625,7.0,0.0,23.23,23.23,0.0,23.23,0.0,0.0,0.0,23.31,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,0.033,923,50.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 0.033 hours. Secondary heat treatment was conducted at 923K for 50.0 hours,490.0,840.0,45.0
455,931,3.74,0.0,0.0,21.03,0.0,0.0,0.0,0.0,0.0,72.43,0.0,2.8,0.0,0.0,1343,0.0,0,0.0,298,0.0,973,16.0,Homogenization was performed at 1343K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours,822.0,1202.0,25.2
456,818,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,40.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,345.0,765.0,38.0
457,265,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,773,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 773K for 1.0 hours,1290.0,1415.0,3.6
458,22,0.0,0.0,10.0,0.0,20.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1173,75.0,0,0.0,973,0.166666667,0,0.0,Homogenization was performed at 1173K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 973K for 0.166666667 hours,402.0,735.0,45.5
459,339,0.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,0.5,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.5 hours,280.0,800.0,65.0
460,515,7.0,0.0,23.3,23.2,0.0,23.2,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,298,0.0,0,0.0,1423,1.0,823,150.0,Homogenization was performed at 298K. First heat treatment was performed at 1423K for 1.0 hours. Secondary heat treatment was conducted at 823K for 150.0 hours,285.0,540.0,55.0
461,167,0.0,0.5,10.0,10.0,0.0,49.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours,530.0,961.0,60.2
462,290,9.09,0.0,30.303,30.303,0.0,0.0,0.0,0.0,0.0,30.304,0.0,0.0,0.0,0.0,1473,79.0,0,0.0,1473,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1473K for 1.0 hours,324.0,800.0,58.3
463,199,0.0,0.0,10.0,15.0,0.0,35.0,5.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1023,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1023K for 0.166666667 hours,761.0,936.0,28.3
464,417,0.0,1.38,19.724,19.724,0.0,19.724,19.724,0.0,0.0,19.724,0.0,0.0,0.0,0.0,1323,91.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 91.0% reduction,1142.0,1563.0,6.6
465,876,7.66,0.0,1.85,20.92,0.0,26.78,0.0,0.28,0.09,41.93,0.0,0.34,0.0,0.15,1394,0.0,0,0.0,298,0.0,873,2.0,Homogenization was performed at 1394K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 873K for 2.0 hours,438.0,830.0,45.7
466,448,0.0,0.0,0.0,10.0,25.0,10.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1273,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K,385.0,769.0,19.3
467,554,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,33.34,0.0,0.0,0.0,0.0,1273,90.0,0,0.0,1173,0.5,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 0.5 hours,410.0,850.0,75.0
468,375,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,1073,0.08333,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1073K for 0.08333 hours,1176.0,1310.0,13.3
469,840,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,50.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,510.0,889.0,34.0
470,333,0.0,0.0,23.26,23.26,0.0,23.26,0.0,6.96,0.0,23.26,0.0,0.0,0.0,0.0,0,60.0,0,0.0,1123,1.0,0,0.0,followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1123K for 1.0 hours,816.0,1187.0,18.9
471,732,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,20.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,607.0,1055.0,41.0
472,131,0.0,0.0,0.0,18.0,0.0,40.0,28.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,1123,0.5,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1123K for 0.5 hours,310.0,605.0,54.0
473,734,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,40.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,627.0,1124.0,40.0
474,946,9.28,0.0,18.61,16.06,0.0,0.9,0.0,2.96,0.0,51.03,0.0,1.16,0.0,0.0,1473,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K,494.0,889.0,43.3
475,100,7.0,0.0,23.25,23.25,0.0,23.25,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction,743.0,743.0,49.0
476,404,0.0,0.0,32.33,32.34,0.0,0.0,0.0,3.0,0.0,32.33,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours,435.0,901.0,74.0
477,88,0.0,0.0,34.0,20.0,0.0,6.0,0.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,948,10.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 948K for 10.0 hours,1020.0,1200.0,36.0
478,514,7.0,0.0,23.3,23.2,0.0,23.2,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,298,0.0,0,0.0,1423,1.0,923,50.0,Homogenization was performed at 298K. First heat treatment was performed at 1423K for 1.0 hours. Secondary heat treatment was conducted at 923K for 50.0 hours,215.0,520.0,43.0
479,360,10.0,0.0,0.0,12.0,0.0,35.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0,90.0,0,0.0,0,0.0,0,0.0,followed by cold rolling to 90.0% reduction,1400.0,1500.0,7.9
480,226,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1423,95.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 95.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,495.0,736.0,38.7
481,522,4.0,0.0,23.5,23.5,0.0,23.5,0.0,0.0,0.0,23.5,0.0,2.0,0.0,0.0,298,0.0,0,0.0,298,0.0,1073,18.0,Homogenization was performed at 298K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 18.0 hours,645.0,1100.0,39.0
482,122,5.27,0.0,18.82,17.95,0.0,19.47,20.12,0.0,0.0,18.37,0.0,0.0,0.0,0.0,1423,96.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 96.0% reduction,1459.0,1534.0,5.7
483,681,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1480,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1480K. First heat treatment was performed at 298K,328.0,718.0,46.3
484,21,0.0,0.0,10.0,0.0,20.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1173,75.0,0,0.0,873,0.166666667,0,0.0,Homogenization was performed at 1173K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 873K for 0.166666667 hours,457.0,772.0,35.2
485,771,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,40.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,365.0,869.0,47.0
486,72,0.0,0.0,33.3333,33.3333,0.0,0.0,0.0,0.0,0.0,33.3333,0.0,0.0,0.0,0.0,1373,78.0,0,0.0,923,0.5,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 923K for 0.5 hours,1258.0,1310.0,16.0
487,107,0.0,0.0,33.3333,33.3333,0.0,0.0,0.0,0.0,0.0,33.3333,0.0,0.0,0.0,0.0,1473,80.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,530.0,920.0,60.0
488,284,0.0,0.0,12.5,12.5,0.0,50.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1273,90.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 90.0% reduction,1330.0,1400.0,9.0
489,935,2.5,0.0,1.91,20.54,0.0,2.01,0.0,0.0,0.0,70.69,0.0,2.35,0.0,0.0,1353,0.0,0,0.0,973,16.0,1123,4.0,Homogenization was performed at 1353K. First heat treatment was performed at 973K for 16.0 hours. Secondary heat treatment was conducted at 1123K for 4.0 hours,642.0,1043.0,22.0
490,486,0.0,0.0,40.0,25.0,0.0,15.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,1473,40.0,0,0.0,1273,0.1,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 1273K for 0.1 hours,461.0,988.0,91.4
491,103,7.0,0.0,23.25,23.25,0.0,23.25,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,973,48.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 973K for 48.0 hours,939.0,1068.0,14.0
